Network Output, Converted
1025, (11, (6, 7))
579, (6, (8, 3))
1381, (15, (5, 2))
463, (5, (3, 6))
549, (6, (2, 3))
88, (0, (19, 4))
209, (2, (7, 2))
887, (9, (14, 7))
617, (6, (15, 2))
235, (2, (11, 10))
1294, (14, (5, 10))
591, (6, (10, 5))
35, (0, (8, 7))
1113, (12, (6, 1))
694, (7, (12, 7))
1406, (15, (9, 8))
632, (6, (18, 5))
1473, (16, (5, 4))
58, (0, (12, 9))
855, (9, (8, 9))
691, (7, (12, 1))
1182, (12, (20, 5))
236, (2, (12, 1))
893, (9, (15, 8))
1082, (11, (17, 2))
757, (8, (7, 6))
904, (9, (18, 3))
298, (3, (6, 9))
1180, (12, (19, 4))
476, (5, (6, 1))
1336, (14, (13, 6))
1266, (13, (17, 6))
76, (0, (16, 1))
359, (3, (18, 5))
454, (4, (20, 5))
711, (7, (15, 8))
661, (7, (6, 7))
1314, (14, (9, 6))
873, (9, (12, 1))
513, (5, (12, 9))
1340, (14, (14, 3))
147, (1, (12, 5))
44, (0, (10, 3))
1126, (12, (8, 5))
40, (0, (9, 6))
244, (2, (13, 6))
467, (5, (4, 5))
608, (6, (13, 6))
1416, (15, (11, 6))
704, (7, (14, 5))
348, (3, (15, 10))
469, (5, (4, 9))
282, (3, (3, 8))
871, (9, (11, 8))
326, (3, (11, 10))
1019, (11, (5, 6))
41, (0, (9, 8))
517, (5, (13, 6))
603, (6, (12, 7))
525, (5, (15, 0))
1634, (17, (18, 7))
1432, (15, (14, 5))
1048, (11, (10, 9))
1227, (13, (10, 3))
495, (5, (9, 6))
1600, (17, (11, 10))
838, (9, (5, 8))
1481, (16, (6, 9))
1009, (11, (3, 6))
1529, (16, (15, 6))
1366, (15, (1, 4))
424, (4, (13, 2))
721, (7, (17, 8))
857, (9, (9, 2))
1342, (14, (14, 7))
638, (7, (1, 4))
1393, (15, (7, 4))
1358, (14, (17, 8))
819, (9, (0, 5))
768, (8, (9, 6))
748, (8, (5, 10))
709, (7, (15, 4))
833, (9, (4, 9))
1312, (14, (9, 2))
536, (5, (17, 2))
1590, (17, (10, 1))
796, (8, (14, 7))
967, (10, (12, 7))
537, (5, (17, 4))
267, (2, (18, 3))
763, (8, (8, 7))
555, (6, (3, 8))
126, (1, (8, 7))
231, (2, (11, 2))
137, (1, (10, 7))
250, (2, (14, 7))
1539, (16, (17, 6))
150, (1, (13, 0))
650, (7, (4, 7))
674, (7, (9, 0))
287, (3, (4, 9))
1244, (13, (13, 4))
1215, (13, (8, 1))
932, (10, (6, 3))
85, (0, (18, 3))
1255, (13, (15, 4))
585, (6, (9, 4))
1331, (14, (12, 7))
403, (4, (9, 4))
10, (0, (4, 1))
507, (5, (11, 8))
1553, (17, (3, 2))
612, (6, (14, 3))
922, (10, (4, 5))
1118, (12, (7, 0))
1456, (16, (0, 5))
1080, (11, (16, 7))
162, (1, (15, 2))
508, (5, (11, 10))
1594, (17, (10, 9))
1446, (15, (17, 2))
398, (4, (8, 5))
295, (3, (6, 3))
1328, (14, (12, 1))
1212, (13, (7, 6))
978, (10, (14, 7))
966, (10, (12, 5))
1085, (11, (17, 8))
778, (8, (11, 4))
751, (8, (6, 5))
1269, (13, (18, 5))
221, (2, (9, 4))
645, (7, (3, 6))
511, (5, (12, 5))
30, (0, (7, 8))
1071, (11, (15, 0))
1021, (11, (5, 10))
1151, (12, (13, 0))
149, (1, (12, 9))
484, (5, (7, 6))
1107, (12, (5, 0))
50, (0, (11, 4))
352, (3, (16, 7))
1341, (14, (14, 5))
498, (5, (10, 1))
1219, (13, (8, 9))
492, (5, (9, 0))
771, (8, (10, 1))
1580, (17, (8, 3))
1043, (11, (9, 10))
1015, (11, (4, 9))
1403, (15, (9, 2))
1454, (15, (19, 6))
1562, (17, (5, 0))
293, (3, (5, 10))
1423, (15, (12, 9))
1570, (17, (6, 5))
48, (0, (11, 0))
1422, (15, (12, 7))
122, (1, (7, 10))
491, (5, (8, 9))
189, (2, (3, 4))
708, (7, (15, 2))
280, (3, (3, 4))
1194, (13, (4, 3))
695, (7, (12, 9))
1175, (12, (17, 6))
1574, (17, (7, 2))
972, (10, (13, 6))
924, (10, (4, 9))
1157, (12, (14, 1))
1234, (13, (11, 6))
1482, (16, (7, 0))
1414, (15, (11, 2))
1321, (14, (10, 9))
940, (10, (7, 8))
1010, (11, (3, 8))
177, (1, (18, 5))
365, (4, (1, 4))
640, (7, (2, 3))
849, (9, (7, 8))
1616, (17, (14, 9))
346, (3, (15, 6))
1447, (15, (17, 4))
1262, (13, (16, 7))
183, (2, (1, 4))
959, (10, (11, 2))
1287, (14, (4, 7))
1374, (15, (3, 8))
294, (3, (6, 1))
159, (1, (14, 7))
1557, (17, (4, 1))
835, (9, (5, 2))
875, (9, (12, 5))
65, (0, (14, 1))
249, (2, (14, 5))
913, (10, (2, 3))
958, (10, (11, 0))
991, (10, (17, 2))
692, (7, (12, 3))
805, (8, (16, 3))
178, (1, (18, 7))
430, (4, (14, 3))
610, (6, (13, 10))
649, (7, (4, 5))
815, (8, (18, 7))
1083, (11, (17, 4))
865, (9, (10, 7))
1479, (16, (6, 5))
955, (10, (10, 5))
756, (8, (7, 4))
70, (0, (15, 0))
764, (8, (8, 9))
206, (2, (6, 7))
1281, (14, (3, 4))
1325, (14, (11, 6))
395, (4, (7, 10))
1124, (12, (8, 1))
725, (7, (19, 4))
230, (2, (11, 0))
656, (7, (5, 8))
821, (9, (1, 6))
970, (10, (13, 2))
368, (4, (2, 5))
655, (7, (5, 6))
204, (2, (6, 3))
1027, (11, (7, 0))
761, (8, (8, 3))
503, (5, (11, 0))
1092, (12, (0, 5))
1575, (17, (7, 4))
1061, (11, (13, 2))
1293, (14, (5, 8))
64, (0, (13, 10))
157, (1, (14, 3))
445, (4, (17, 2))
1170, (12, (16, 5))
1137, (12, (10, 5))
71, (0, (15, 2))
1563, (17, (5, 2))
1496, (16, (9, 6))
947, (10, (9, 0))
699, (7, (13, 6))
446, (4, (17, 4))
816, (8, (19, 4))
1136, (12, (10, 3))
238, (2, (12, 5))
523, (5, (14, 7))
173, (1, (17, 4))
376, (4, (4, 5))
1307, (14, (8, 3))
1259, (13, (16, 1))
566, (6, (5, 10))
677, (7, (9, 6))
524, (5, (14, 9))
671, (7, (8, 5))
998, (10, (19, 4))
683, (7, (10, 7))
1599, (17, (11, 8))
1604, (17, (12, 7))
1003, (11, (1, 6))
1075, (11, (15, 8))
731, (8, (2, 3))
943, (10, (8, 3))
923, (10, (4, 7))
747, (8, (5, 8))
1000, (10, (20, 5))
1361, (14, (18, 7))
357, (3, (17, 8))
945, (10, (8, 7))
777, (8, (11, 2))
1204, (13, (6, 1))
1504, (16, (11, 0))
920, (10, (4, 1))
148, (1, (12, 7))
201, (2, (5, 8))
1568, (17, (6, 1))
1339, (14, (14, 1))
31, (0, (7, 10))
563, (6, (5, 4))
1296, (14, (6, 3))
797, (8, (14, 9))
1274, (14, (0, 5))
1468, (16, (4, 5))
102, (1, (4, 3))
366, (4, (1, 6))
340, (3, (14, 5))
834, (9, (5, 0))
623, (6, (16, 3))
1498, (16, (9, 10))
248, (2, (14, 3))
1346, (14, (15, 4))
689, (7, (11, 8))
146, (1, (12, 3))
62, (0, (13, 6))
404, (4, (9, 6))
39, (0, (9, 4))
1434, (15, (14, 9))
49, (0, (11, 2))
1430, (15, (14, 1))
257, (2, (15, 10))
803, (8, (15, 10))
402, (4, (9, 2))
1302, (14, (7, 4))
624, (6, (16, 5))
956, (10, (10, 7))
1188, (13, (2, 7))
1167, (12, (15, 10))
914, (10, (2, 5))
1582, (17, (8, 7))
1533, (16, (16, 3))
1421, (15, (12, 5))
318, (3, (10, 5))
556, (6, (4, 1))
646, (7, (3, 8))
1589, (17, (9, 10))
758, (8, (7, 8))
246, (2, (13, 10))
1026, (11, (6, 9))
263, (2, (17, 2))
1318, (14, (10, 3))
1102, (12, (4, 1))
222, (2, (9, 6))
568, (6, (6, 3))
1176, (12, (17, 8))
341, (3, (14, 7))
1535, (16, (16, 7))
607, (6, (13, 4))
1451, (15, (18, 5))
1399, (15, (8, 5))
588, (6, (9, 10))
1049, (11, (11, 0))
707, (7, (15, 0))
439, (4, (15, 10))
194, (2, (4, 5))
355, (3, (17, 4))
1323, (14, (11, 2))
300, (3, (7, 2))
5, (0, (2, 7))
1161, (12, (14, 9))
479, (5, (6, 7))
606, (6, (13, 2))
1335, (14, (13, 4))
1528, (16, (15, 4))
1576, (17, (7, 6))
1577, (17, (7, 8))
602, (6, (12, 5))
393, (4, (7, 6))
1222, (13, (9, 4))
1225, (13, (9, 10))
11, (0, (4, 3))
401, (4, (9, 0))
905, (9, (18, 5))
784, (8, (12, 5))
680, (7, (10, 1))
1474, (16, (5, 6))
390, (4, (7, 0))
1306, (14, (8, 1))
1029, (11, (7, 4))
1497, (16, (9, 8))
844, (9, (6, 9))
440, (4, (16, 1))
1005, (11, (2, 5))
1527, (16, (15, 2))
306, (3, (8, 3))
854, (9, (8, 7))
1635, (17, (19, 4))
950, (10, (9, 6))
1205, (13, (6, 3))
87, (0, (18, 7))
196, (2, (4, 9))
720, (7, (17, 6))
1354, (14, (16, 9))
1489, (16, (8, 3))
1068, (11, (14, 5))
1116, (12, (6, 7))
277, (3, (2, 5))
297, (3, (6, 7))
620, (6, (15, 8))
1449, (15, (17, 8))
372, (4, (3, 6))
107, (1, (5, 2))
631, (6, (18, 3))
1156, (12, (13, 10))
153, (1, (13, 6))
405, (4, (9, 8))
581, (6, (8, 7))
1605, (17, (12, 9))
1108, (12, (5, 2))
423, (4, (13, 0))
25, (0, (6, 9))
531, (5, (16, 1))
908, (9, (19, 6))
1295, (14, (6, 1))
478, (5, (6, 5))
428, (4, (13, 10))
218, (2, (8, 9))
1372, (15, (3, 4))
856, (9, (9, 0))
134, (1, (10, 1))
740, (8, (4, 5))
1609, (17, (13, 6))
534, (5, (16, 7))
892, (9, (15, 6))
205, (2, (6, 5))
1283, (14, (3, 8))
1554, (17, (3, 4))
644, (7, (3, 4))
313, (3, (9, 6))
387, (4, (6, 5))
1443, (15, (16, 5))
1278, (14, (2, 5))
1284, (14, (4, 1))
1298, (14, (6, 7))
1629, (17, (17, 4))
597, (6, (11, 6))
1516, (16, (13, 2))
619, (6, (15, 6))
422, (4, (12, 9))
1166, (12, (15, 8))
1011, (11, (4, 1))
1267, (13, (17, 8))
1187, (13, (2, 5))
458, (5, (2, 3))
973, (10, (13, 8))
1445, (15, (16, 9))
953, (10, (10, 1))
1444, (15, (16, 7))
1619, (17, (15, 4))
1317, (14, (10, 1))
1020, (11, (5, 8))
399, (4, (8, 7))
166, (1, (15, 10))
354, (3, (17, 2))
1313, (14, (9, 4))
79, (0, (16, 7))
1105, (12, (4, 7))
1292, (14, (5, 6))
290, (3, (5, 4))
1540, (16, (17, 8))
109, (1, (5, 6))
53, (0, (11, 10))
1129, (12, (9, 0))
1396, (15, (7, 10))
216, (2, (8, 5))
745, (8, (5, 4))
437, (4, (15, 6))
496, (5, (9, 8))
1525, (16, (14, 9))
976, (10, (14, 3))
431, (4, (14, 5))
1409, (15, (10, 3))
1536, (16, (16, 9))
1193, (13, (4, 1))
938, (10, (7, 4))
1101, (12, (3, 8))
1436, (15, (15, 2))
1373, (15, (3, 6))
934, (10, (6, 7))
1095, (12, (2, 3))
175, (1, (17, 8))
1466, (16, (4, 1))
489, (5, (8, 5))
1521, (16, (14, 1))
593, (6, (10, 9))
795, (8, (14, 5))
1405, (15, (9, 6))
667, (7, (7, 8))
1352, (14, (16, 5))
1524, (16, (14, 7))
1077, (11, (16, 1))
457, (5, (1, 6))
851, (9, (8, 1))
1514, (16, (12, 9))
118, (1, (7, 2))
234, (2, (11, 8))
576, (6, (7, 8))
227, (2, (10, 5))
1154, (12, (13, 6))
151, (1, (13, 2))
1603, (17, (12, 5))
635, (6, (19, 6))
1534, (16, (16, 5))
410, (4, (10, 7))
1240, (13, (12, 7))
1452, (15, (18, 7))
67, (0, (14, 5))
634, (6, (19, 4))
442, (4, (16, 5))
1572, (17, (6, 9))
1538, (16, (17, 4))
1185, (13, (1, 6))
1291, (14, (5, 4))
426, (4, (13, 6))
969, (10, (13, 0))
1147, (12, (12, 3))
860, (9, (9, 8))
1620, (17, (15, 6))
526, (5, (15, 2))
474, (5, (5, 8))
1401, (15, (8, 9))
1507, (16, (11, 6))
233, (2, (11, 6))
101, (1, (4, 1))
1345, (14, (15, 2))
1349, (14, (15, 10))
883, (9, (13, 10))
884, (9, (14, 1))
741, (8, (4, 7))
